,unique_id,ds,cutoff,NHITS,Real_value
5438,ETH,2023-11-14,2023-11-07,0.0064357854,0.010751581066417165
5445,ETH,2023-11-15,2023-11-08,0.0059879418,0.006713543607837703
5452,ETH,2023-11-16,2023-11-09,0.010082178,0.010298422918181354
5459,ETH,2023-11-17,2023-11-10,0.0073768944,0.007753507860172429
5466,ETH,2023-11-18,2023-11-11,0.007820327,0.0045633502397788486
5473,ETH,2023-11-19,2023-11-12,0.0068465183,0.005414560217657262
5480,ETH,2023-11-20,2023-11-13,0.008358655,0.009309251252609084
5487,ETH,2023-11-21,2023-11-14,0.009045698,0.010512834641949374
5494,ETH,2023-11-22,2023-11-15,0.007848442,0.007098568062094503
5501,ETH,2023-11-23,2023-11-16,0.009370478,0.0058829117573423505
5508,ETH,2023-11-24,2023-11-17,0.00897521,0.007281412102056075
5515,ETH,2023-11-25,2023-11-18,0.0073209903,0.0030815216180078804
5522,ETH,2023-11-26,2023-11-19,0.008913034,0.00578243869479055
5529,ETH,2023-11-27,2023-11-20,0.009417853,0.006734374412172945
5536,ETH,2023-11-28,2023-11-21,0.0096320845,0.006595782591548449
5543,ETH,2023-11-29,2023-11-22,0.007851905,0.005379769894040304
5550,ETH,2023-11-30,2023-11-23,0.008436541,0.004227581094401511
5557,ETH,2023-12-01,2023-11-24,0.009055257,0.006693534005557194
5564,ETH,2023-12-02,2023-11-25,0.0066907024,0.006683323707156988
5571,ETH,2023-12-03,2023-11-26,0.007623323,0.005286084367340516
5578,ETH,2023-12-04,2023-11-27,0.007576316,0.008507798036973251
5585,ETH,2023-12-05,2023-11-28,0.007823349,0.009354579212232433
5592,ETH,2023-12-06,2023-11-29,0.006501945,0.007384905561712259
5599,ETH,2023-12-07,2023-11-30,0.0068045044,0.009019125012527635
5606,ETH,2023-12-08,2023-12-01,0.0072813965,0.0063971285485915595
5613,ETH,2023-12-09,2023-12-02,0.0069831763,0.005935577022137308
5620,ETH,2023-12-10,2023-12-03,0.0058278716,0.005119201760955809
5627,ETH,2023-12-11,2023-12-04,0.007333395,0.015777898552223384
5634,ETH,2023-12-12,2023-12-05,0.007394928,0.007175795931783933
5641,ETH,2023-12-13,2023-12-06,0.0074532907,0.008640895069871686
5648,ETH,2023-12-14,2023-12-07,0.008280996,0.008675602902398084
5655,ETH,2023-12-15,2023-12-08,0.006926547,0.005942560775861163
